source_id,title,classification,score_0_100,meal_type,time_estimate,difficulty,main_ingredients,source_ingredients_full,source_steps_full,source_notes_raw,source_file,why_good_or_bad,reject_reason,duplicate_risk,similar_existing_recipe,cis_availability,nutrition_feasibility,adaptation_needed,manual_review_notes,user_decision
Все рецепты!R181 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1350-1400 вариант 6.pdf | variant 6 перекус 2,греческий йогрут теос 240гр,MAYBE_REVIEW,42,snack,unknown,easy,греческий йогрут теос,греческий йогрут теос 240гр,,"перекус КБЖУ
160
20
5
10",[InfoVolna.com] Рекомендованый план питания 1350-1400 вариант 6.pdf,poor nutrition feasibility; missing steps; poor nutrition calculation feasibility; ingredient-only snack row,,low,,good,poor,choose one best source variant before any import,verify whether this is a no-cook snack or an incomplete recipe; InfoVolna snack row is more menu item than recipe; InfoVolna meal-plan row; check it works as a standalone recipe; same source title appears 2 times in this workbook,
Все рецепты!R5 | SWBAND.CO | page/file 8,Белковые кебабы из говядины и цукини,REJECT,68,unknown,30-45 min,medium,Постная говядина; Цукини; лук; Зира,"- 700 г
Постная говядина
Цукини — 250 г
лук - 120 г
Зира — 5 г
Соль — 10 г","1.
Лук натереть и слегка отжать сок.
2.
Цукини натереть на тёрке, отжать
лишнюю жидкость.
З.
Мясо мелко порубить или взять готовый
фарш.
Смешать фарш с луком, цукини и
4.
специями.
Отбивать массу 5 мин до вязкости.
5.
Охладить 40 мин.
Сформировать кебабы на шампурах.
6.
Жарить 10 мин, переворачивая.
7.","О Говядина — лучший источник гемового железа, которое усваивается в 2—3 раза
лучше, чем растительное. Также содержит цинк, необходимый для иммунитета и
заживления тканей. Цукини увеличивает объём блюда при минимальной
калорийности и добавляет клетчатку, замедляющую усвоение белка.
Показания: При железодефицитной анемии и активных силовых тренировках.
Большой объ “ м блюда при умеренной калорийнору
кебаба (-1804
Порция: 1",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,requires grill/mangal/open fire,requires grill/mangal/open fire,low,,good,good,would need oven/pan adaptation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R88 | SWBAND.CO | page/file 98,Пицца на основе цветной капусты,REJECT,66,breakfast,15-30 min,medium,"Основа: цветная капуста; яйца; Начинка: моцарелла Iight; индейка-гриль; Капусту нужно хорошо отжать; Основа из цветной капусты содержит глюкозинолаты, которые","Основа: цветная капуста — 700 г,
яйца — 2 шт., пармезан — 50 г, соль
• Начинка: моцарелла Iight
- 180 г,
индейка-гриль — 250 г, томаты — 150
Д
Капусту нужно хорошо отжать — лишняя влага делает основу мягкой!
О
Основа из цветной капусты содержит глюкозинолаты, которые
превращаются в сульфорафан с противоопухолевым действием. По
сравнению с традиционной пиццей: вдвое меньше углеводов, втрое
больше кл","1.
Капусту измельчить в блендере.
2.
Выложить на противень и запечь 12
мин.
З.
Хорошо отжать через полотенце.
4.
Смешать с яйцами и пармезаном.
Выпекать основу 20 мин при 200 0 С.
5.
6.
Добавить начинку. Допечь 10 мин.",Показания: при диа ЦХ5ф;Л'кетодиете.,[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,rare/expensive ingredients; duplicate or near-duplicate of current FoodBalance recipe; poor CIS ingredient availability,rare/expensive ingredients; duplicate or near-duplicate of current FoodBalance recipe,high,Пицца на основе из цветной капусты,poor,good,replace rare or expensive ingredients; deduplicate against existing recipe before any import,SWBAND row came from OCR extraction; verify text and quantities; duplicate similarity score 1.05; source notes may contain OCR artifacts,
Все рецепты!R54 | SWBAND.CO | page/file 61,Кабачки на гриле с творожным кремом,REJECT,63,unknown,up to 15 min,medium,"Кабачки; Крем: мягкий творог; г, петрушка; мл, оливковое масло","• Кабачки — 700 г
• Рафинированное масло — 15 мл
Крем: мягкий творог — 250 г, мята
15 г, петрушка — 15 г, лимонный сок
10 мл, оливковое масло — 10 мл,
соль — 5 г","1.
Кабачки нарезать длинными
пластинами (0,5—1 см).
2.
Смазать маслом.
З.
Обжарить на гриле по 2 мин с
каждой стороны.
4.
Смешать творог, зелень, лимонный
сок, масло и соль.
5.
Подать тёплые кабачки с
творожным кремом.","О А Кабачок — один из самых лёгких для переваривания овощей. Он
практически не содержит грубой клетчатки, что безопасно при
обострениях ЖКТ. Мята содержит ментол, снимающий спазмы кишечника.
Творожный крем с мятой добавляет белок и кальций.
заболеваниях ЖКТ, в том числе п и гост ите и
с ии. Хорош переносится пож лыми.
панкреати в стадии p,etqg:
Порция: —3 пласта кабачка + крем",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,requires grill/mangal/open fire,requires grill/mangal/open fire,low,,good,good,would need oven/pan adaptation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R14 | SWBAND.CO | page/file 17,Котлеты из чечевицы и индейки,REJECT,63,unknown,15-30 min,medium,Филе индейки; Чечевица; стакан; Яйцо; Белок яйца; Лук репчатый,"• Филе индейки (или фарш) — 500 г
Чечевица (красная или зелёная)
стакан (200 г, в сухом виде)
Яйцо — 1 шт.
Белок яйца — 1 шт. (для увеличения белка)
Лук репчатый — 1 шт. (мелкий, сырой или
припущенный)
Чеснок — 1—2 зубчика
Овсяные отруби — 2—3 ст. ложки (вместо
сухарей, для связки)
Соль, перец — по вкусу
Немного воды или нежирного йогурта
2 ст. ложки, если смесь суховата","1.
Промойте и варите чечевицу 15—20 минут
до мягкости без соли. Откиньте на сито,
остудите.
2.
Измельчите всё в блендере или
мясорубке.
Сформируйте котлеты и запеките при
З.
1800С 25—30 минут, перевернув на","О Чечевица — богатый источник растительного белка, железа и клетчатки, питающей
микробиом кишечника. Индейка обеспечивает полноценный животный белок с
минимумом жира. Овсяные отруби дополнительно снижают гликемический индекс
блюда.
Показания:РеКОмендуетсйЛрИИСАиженИйв
ара в крови и
поддержке пи еварения. Г18фддтври",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,requires grill/mangal/open fire,requires grill/mangal/open fire,low,,good,good,would need oven/pan adaptation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R125 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1300 вариант 2.pdf | variant 2 обед,Медальоны из птицы с гречкой,REJECT,63,lunch,15-30 min,easy,Медальоны из птицы с гречкой; Медальоны из индейки; (можно заменить на; куриную грудку); Помидор; rp,"Медальоны из птицы с гречкой.
Медальоны из индейки - 100 rp.
(можно заменить на
куриную грудку); Помидор - 100
rp. ;
Болгарский перец - 70 rp.;
Баклажан - 100 rp.; Сметана 15%
-50 rp.;
Гречка - 50 rp. (в сухом виде);
Соль, перец, специи - по вкусу.
Помидор -1шт, огурец - 1шт","Гречку отварить. Медальоны
нарезать на средне-круп ные
кусочки. В сметану добавляем
соль, перец, специи (можно
итальянских трав, паприки и
чеснока сушеного).
Перемешиваем. Маринуем
медальоны в сметанном coyce.
Нарезаем перец, баклажан и
помидор на крупные кусочки и
добавляем к индейке. Все
получившееся отправляем в
форму для запекания и
отправляем в заранее
разогретую до 200 градусов
духовку. Запекаем около 25
минут. Едим индейку с гречкой.","КБЖУ обед
319
26
10
32",[InfoVolna.com] Рекомендованый план питания 1300 вариант 2.pdf,mostly sugar dessert,mostly sugar dessert,low,,good,medium,check quantities before nutrition calculation; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; same source title appears 12 times in this workbook,
Все рецепты!R480 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 2500 вариант 3.pdf | variant 3 обед,Медальоны из птицы с гречкой,REJECT,63,lunch,15-30 min,easy,Медальоны из птицы с гречкой; Медальоны из индейки; (можно заменить на; куриную грудку); Помидор; rp,"Медальоны из птицы с гречкой.
Медальоны из индейки - 500 rp.
(можно заменить на
куриную грудку); Помидор - 100
rp. ;
Болгарский перец - 70 rp.;
Баклажан - 100 rp.; Сметана 15%
- 100 rp.;
Гречка - 160 rp. (в сухом виде);
Соль, перец, специи - по вкусу.
огурец - 1шт, помидор - 1шт
ЗДЕСЬ ИНГРИДИЕНТЫ НА ДВЕ
ПОРЦИЮ УКАЗАН НИЖЕ.
Ингредиенты делим пополам","Гречку отварить. Медальоны
нарезать на средне-круп ные
кусочки. В сметану добавляем
соль, перец, специи (у нас чуть
итальянских трав, паприки и
чеснока сушеного).
Перемешиваем. Маринуем
медальоны в сметанном coyce.
Нарезаем перец, баклажан и
помидор на крупные кусочки и
добавляем к индейке. Все
получившееся отправляем в
форму для запекания и
отправляем в заранее
разогретую до 200 градусов
духовку. Запекаем около 25
минут. Едим индейку с гречкой.
Дан ное количество
ингредиентов рассчитано на 2
раза (или на 2 человек).
Получившуюся порцию делим
пополам.","КБЖУ обед
611
70
15
52",[InfoVolna.com] Рекомендованный план питания 2500 вариант 3.pdf,mostly sugar dessert,mostly sugar dessert,low,,good,medium,check quantities before nutrition calculation; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; same source title appears 12 times in this workbook,
Все рецепты!R520 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 2700-3000 вариант 3.pdf | variant 3 обед,Медальоны из птицы с гречкой,REJECT,63,lunch,15-30 min,easy,Медальоны из птицы с гречкой; Медальоны из индейки; (можно заменить на; куриную грудку); Помидор; rp,"Медальоны из птицы с гречкой.
Медальоны из индейки - 500 rp.
(можно заменить на
куриную грудку); Помидор - 100
rp. ;
Болгарский перец - 70 rp.;
Баклажан - 100 rp.; Сметана 15%
- 100 rp.;
Гречка - 160 rp. (в сухом виде);
Соль, перец, специи - по вкусу.
огурец - 1шт, помидор - 1шт
ЗДЕСЬ ИНГРИДИЕНТЫ НА ДВЕ
ПОРЦИЮ УКАЗАН НИЖЕ.
Ингредиенты делим пополам","Гречку отварить. Медальоны
нарезать на средне-круп ные
кусочки. В сметану добавляем
соль, перец, специи (у нас чуть
итальянских трав, паприки и
чеснока сушеного).
Перемешиваем. Маринуем
медальоны в сметанном coyce.
Нарезаем перец, баклажан и
помидор на крупные кусочки и
добавляем к индейке. Все
получившееся отправляем в
форму для запекания и
отправляем в заранее
разогретую до 200 градусов
духовку. Запекаем около 25
минут. Едим индейку с гречкой.
Дан ное количество
ингредиентов рассчитано на 2
раза (или на 2 человек).
Получившуюся порцию делим
пополам.","КБЖУ обед
611
70
15
52",[InfoVolna.com] Рекомендованный план питания 2700-3000 вариант 3.pdf,mostly sugar dessert,mostly sugar dessert,low,,good,medium,check quantities before nutrition calculation; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; same source title appears 12 times in this workbook,
Все рецепты!R12 | SWBAND.CO | page/file 15,Рубленые котлеты из куриного филе с луком-пореем,REJECT,63,unknown,15-30 min,medium,Куриное филе; Лук-порей; Чеснок; Сушёный тимьян,"Куриное филе — 700 г
Лук-порей (белая часть)
- 180 г
. Чеснок — 8г
• Соль — 8 г • Чёрный перец — Зг
Сушёный тимьян — 2 г
• Рафинированное масло — 10 мл","1.
Куриное филе очень мелко порубите
ножом, почти до состояния фарша.
2.
Лук-порей разрежьте вдоль, промойте и
очень мелко нарежьте.
З.
Чеснок измельчите.
4.
вымешивайте 2—3 минуты, слегка отбивая
массу — появится связка без яйцо.
5.
Охладите 20 минут. Влажными руками
сформируйте плоские котлеты.
Запекайте при 200 0 С 18—20 минут.
6.
7.
Подавайте с дзадзики или томатной
сальсой.","О Куриное филе — источник легкоусвояемого белка (24 г на 100 г) с минимумом жира.
Лук-порей содержит пребиотики инулинового типа, питающие полезную микрофлору
кишечника.
Показания: Рекомендуется при снижении веса и для восстановления после
тренировок.
котлеты (-200
Порция:",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,requires grill/mangal/open fire,requires grill/mangal/open fire,low,,good,good,would need oven/pan adaptation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R36 | SWBAND.CO | page/file 41,Белковый ромеско лайт,REJECT,61,unknown,15-30 min,medium,Красный сладкий перец; Мягкий творог; Миндаль; Чеснок; Копчёная паприка; Оливковое масло,"Красный сладкий перец
- 250 г
• Мягкий творог — 150 г
• Миндаль — 30 г
Чеснок — 6 г
Копчёная паприка — 4 г
Оливковое масло — 10 мл
Лимонный сок — 15 мл
Соль — 5 г","Перцы запечь при 2200С 20—25 мин
1.
до подпалин.
2.
Переложить в миску под крышку на
10 мин, снять кожицу.
З.
Миндаль подсушить на сухой
сковороде 2 мин.
4.
Пробить перцы, творог, миндаль,
чеснок, паприку, лимон, масло и
соль до густого кремового соуса.","О Запечённый перец содержит больше витамина С, чем свежий. Миндаль
добавляет витамин Е и мононенасыщенные жиры. Творог заменяет
традиционный ромеско на большом количестве оливкового масла и орехов
— значительно снижает калорийность при сохранении насыщенной
текстуры.
Показания: Высокобелковая альтернатива жирным соус м. Подходит для
снижения веса и при пов",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,standalone sauce/dip/marinade,standalone sauce/dip/marinade,low,,good,medium,check quantities before nutrition calculation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R13 | SWBAND.CO | page/file 16,Котлеты из свежей скумбрии с творогом,REJECT,58,unknown,15-30 min,medium,"Филе свежей скумбрии; Творог; Чеснок; Укроп; Соль, перец","Филе свежей скумбрии
— 400 г
• Творог (50/0) - 100 г
• Чеснок — 1 зубчик
Укроп — 1 пучок
• Соль, перец — по вкусу","1.
Скумбрию измельчить в блендере.
2.
Добавить творог, укроп и чеснок,
посолить и поперчить.
Сформировать котлеты.
З.
Запечь при 1800С -20 минут или
4.
обжарить на сухой сковороде.","О Скумбрия — один из лучших источников омега-З жирных кислот (ЕРА и
ОНА), которые снижают воспаление, поддерживают здоровье сердца и
мозга. Творог добавляет кальций и дополнительный белок при минимуме
углеводов.
Показания: Рекомендуется для поддержания гормонального баланса,
здоровья суставов и сердечно-сосудистой системы.
“2КОТћеТЬТ(М8
Порция.
Получаютс нежные и сочные, с выраженным вкусом рыбь",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,requires grill/mangal/open fire,requires grill/mangal/open fire,low,,good,medium,check quantities before nutrition calculation; would need oven/pan adaptation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R11 | SWBAND.CO | page/file 14,Креветки в цитрусово чесночном маринаде,REJECT,56,unknown,15-30 min,medium,Креветки; Йогурт; Лайм; Чеснок; Копчёная паприка,"Креветки — 1 кг
Йогурт — 100 г
Лайм — 1 шт.
Чеснок — 10 г
Копчёная паприка — 4 г
Рафинированное масло — 15 мл
Соль — 8 г","1.
Смешать йогурт, сок и цедру
лайма, чеснок, паприку, масло и
соль.
2.
Замариновать очищенные
креветки на 30 мин.
З.
Нанизать на шпОжки.
4.
Жарить по 2 мин с каждой
стороны.","О Креветки богаты йодом — 100 г покрывают около 20% суточной
нормы. Копчёная паприка при жарке карамелизируется и образует
плотную корочку, удерживающую сок внутри. Йогурт в маринаде
снижает жёсткость при высокой температуре.
Показания: При гипотиреозе и дефиците йода. Хорошо подходит для
снижения веса — высока- белок г и низко? калорийност
Порция: —250 г креветок",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,requires grill/mangal/open fire; some expensive or less common ingredients,requires grill/mangal/open fire,low,,medium,good,consider replacing rare/expensive items with CIS supermarket alternatives; would need oven/pan adaptation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R7 | SWBAND.CO | page/file 10,Шашлычки из курицы с халуми,REJECT,56,unknown,15-30 min,medium,Куриное филе; Халуми; Цукини; мл; Паприка,"- 500 г
Куриное филе
• Халуми — 180 г
Цукини — 200 г
Лимонный сок — 20 мл
• Рафинированное масло
- 15 мл
• Соль —8 г
• Паприка — 4 г","Смешать масло, лимонный сок,
1.
паприку и соль — маринад.
2.
Курицу нарезать кубиками,
мариновать 30 мин.
Халуми нарезать кубиками, цукини —
З.
шайбами.
4.
Нанизать на шпажки, чередуя:
курица — цукини — халуми.
Обжарить на гриле или сковороде-
5.
гриль 8—10 мин.","О Халуми не плавится при жарке благодаря особой технологии производства
— нагрев перед засолкой меняет структуру белка. При жарке образует
хрустящую корочку при упругой текстуре внутри. Куриное филе в паприковом
маринаде даёт высокий белок. Цукини снижает общую калорийность шпажек.
и
Показания: При дефиците кальция. Хорошо подходит как белковая закуска
на пикнике и после треуровки.
Порция:
—3 шпажки",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,requires grill/mangal/open fire; some expensive or less common ingredients,requires grill/mangal/open fire,low,,medium,good,consider replacing rare/expensive items with CIS supermarket alternatives; would need oven/pan adaptation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R246 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1600 вариант 5.pdf | variant 5 перекус 2,"Творог 2% - 100гр, мед 10гр (одна чайная ложка), яблоко 1шт",REJECT,54,snack,5-15 min,easy,Творог 2%; яблоко,"Творог 2% - 100гр, мед 10гр
(одна чайная ложка), яблоко 1шт","можно яблоко мелко
нарезать и мед добавить в
творог, можно съесть все по
отдельности","перекус КБЖУ
210
18
3
26",[InfoVolna.com] Рекомендованый план питания 1600 вариант 5.pdf,drink/cocktail,drink/cocktail,low,,good,medium,check quantities before nutrition calculation; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; title was inferred or looks like a source fragment; same source title appears 3 times in this workbook,
Все рецепты!R289 | InfoVolna | page/file [InfoVolna.com] Рекомендованый план питания 1700 вариант 7.pdf | variant 7 перекус 1,"Творог 2% - 100гр, мед 10гр (одна чайная ложка), яблоко 1шт",REJECT,54,snack,5-15 min,easy,Творог 2%; яблоко,"Творог 2% - 100гр, мед 10гр
(одна чайная ложка), яблоко 1шт","можно яблоко мелко
нарезать и мед добавить в
творог, можно съесть все по
отдельности","КБЖУ перекус
210
18
3
26",[InfoVolna.com] Рекомендованый план питания 1700 вариант 7.pdf,drink/cocktail,drink/cocktail,low,,good,medium,check quantities before nutrition calculation; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; title was inferred or looks like a source fragment; same source title appears 3 times in this workbook,
Все рецепты!R344 | InfoVolna | page/file [InfoVolna.com] Рекомендованный план питания 1900 вариант 4.pdf | variant 4 перекус 1,"Творог 2% - 100гр, мед 10гр (одна чайная ложка), яблоко 1шт",REJECT,54,snack,5-15 min,easy,Творог 2%; яблоко,"Творог 2% - 100гр, мед 10гр
(одна чайная ложка), яблоко 1шт","можно яблоко мелко
нарезать и мед добавить в
творог, можно съесть все по
отдельности","КБЖУ перекус
210
18
3
26",[InfoVolna.com] Рекомендованный план питания 1900 вариант 4.pdf,drink/cocktail,drink/cocktail,low,,good,medium,check quantities before nutrition calculation; choose one best source variant before any import,InfoVolna meal-plan row; check it works as a standalone recipe; title was inferred or looks like a source fragment; same source title appears 3 times in this workbook,
Все рецепты!R104 | SWBAND.CO | page/file 116,Белковый чизкейк,REJECT,53,unknown,30-45 min,medium,Творог; йогурт; Яйца; Финики; Ванилин; Запекание при 1600С,"• Творог — 500 г
• йогурт — 200 г
Яйца — З шт.
• Финики — 120 г
• Ванилин — щепотка
Запекание при 1600С — ключевой момент: белок не пересыхает. Полностью
Д
остужать обязательно — при нарезке в горячем виде чизкейк рассыпается!
О
Творог и йогурт дают много белка при умеренной калорийности. Финики
заменяют сахар.щдобавляют клетчатк .","1.
Финики замочите в горячей воде на 15
минут, затем удалите косточки.
2.
погружным блендером до
однородной массы.
З.
Перелейте в форму с высокими
бортами.
Запекайте 40 минут при 16000.
4.
5.
Полностью остудите перед подачей.","Показания: при цели Диадкобелковый есерт для
спортсмено .",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,drink/cocktail,drink/cocktail,low,,good,medium,check quantities before nutrition calculation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R113 | SWBAND.CO | page/file 125,Клубничный тарт в лаваше,REJECT,53,unknown,up to 15 min,medium,Лаваш; Творог; Клубника; Кокосовый или тростниковый; сахар; Ванилин,"• Лаваш — 2 листа
• Творог — 250 г
• Клубника — 300 г
• Кокосовый или тростниковый
сахар — 20 г
• Ванилин — щепотка","1.
Лаваш нарезать на части.
Запечь при 1900С 5—8 мин до
2.
хруста.
З.
Творог смешать с сахаром и
ванилином.
4.
Клубнику нарезать.
5.
Собрать торт: хрустящий лаваш —
творожный крем — клубника.","О А Лаваш при запекании становится хрустящим без масла — за счёт
испарения влаги. Творог с ванилью и кокосовым сахаром создаёт
лёгкий крем без взбивания. Собирать тарт непосредственно перед
подачей — лаваш быстро размягчается от крема.
Показания: Хорошо.родходит.для быст.рд;р.дес.р
ез выпечки.
Рекоменд тся детям.",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,drink/cocktail,drink/cocktail,low,,good,medium,check quantities before nutrition calculation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R111 | SWBAND.CO | page/file 123,Наполеон из фило с йогуртовым кремом,REJECT,53,unknown,45-90 min,medium,Тесто фило; Греческий йогурт; Рикотта; Тростниковый сахар; Ванилин; Кокосовая стружка,"Тесто фило — 8 листов
Греческий йогурт — 400 г
• Рикотта — 200 г
Тростниковый сахар — 30 г
Ванилин — щепотка
Кокосовая стружка — 100 г
• Ягоды — 150 г
О
Тесто фило в хлопьях создаёт воздушную слоистую текстуру с минимумом жира.
Греческий йогурт с рикоттой в креме дают белок и кальций. Кокосовая стружка
добавляет среднецепочечные триглицериды. Ягоды поставляют антоцианы.","1.
Листы фило руками порвать на мелкие
хлопья.
2.
Разложить на противне.
Запечь 8—10 мин при 1800С до
З.
золотистости.
Смешать йогурт, рикотту, сахар,
4.
кокосовую стружку и ванилин — крем.
Собирать слоями: стружка фило — крем
5.
— стружка — крем.
Сверху ягоды.
6.
Охладить 1 ч.
7.","Показания: Хорошо подходит как лёгкий праздничный десерт. Рекомендуется
тем, кто хочет снизить потребление жира по сравнению с традиционными тортами.
Порция: 1 рция ($50",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,drink/cocktail,drink/cocktail,low,,good,medium,check quantities before nutrition calculation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R24 | SWBAND.CO | page/file 28,Лимонно укропный северный маринад для рыбы,REJECT,51,unknown,45-90 min,medium,Греческий йогурт; Цедра одного лимона; Укроп; Горчица; Белый перец,"Греческий йогурт — 180 г
Цедра одного лимона — 5—7 г
Лимонный сок — 20 мл
Укроп — 30 г
Горчица — 8 г (1 ч. л.)
• Белый перец — 2 г
. Соль— 8г","Смешайте йогурт с лимонным
1.
соком, цедрой и горчицей.
2.
Добавьте мелко нарезанный
укроп.
Обмажьте рыбу маринадом.
З.
Выдержите 40 мин в
4.
холодильнике.",,[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,standalone sauce/dip/marinade,standalone sauce/dip/marinade,low,,good,medium,check quantities before nutrition calculation,SWBAND row came from OCR extraction; verify text and quantities,
Все рецепты!R50 | SWBAND.CO | page/file 57,Овощной шашлык с халуми и нутом,REJECT,51,unknown,up to 15 min,medium,Халуми; Варёный нут; Цукини; Баклажан; зоо г; Сладкий перец,"• Халуми — 280 г
• Варёный нут — 300 г
Цукини — 300 г • Баклажан
- зоо г
• Сладкий перец — 250 г
Лимон — 1 шт.
• Рафинированное масло — 20 мл
• Соль —8г• Зира —4 г","Цукини и баклажан нарезать
1.
шайбами, перец — квадратами,
халуми — кубиками.
2.
Смешать масло, сок лимона, соль и
зиру. Обмазать овощи и халуми,
выдержать 15 мин.
З.
Нанизать на шампуры, чередуя.
Жарить 8—10 мин, переворачивая.
4.
5.
Нут прогреть на сковороде с зирой 4
мин.
6.
Подать шашлык на подушке из
тёплого нута.","О Халуми содержит кальций и молочный белок. Нут богат растительным
белком, клетчаткой и фолатом. Зиро добавляет тимохинон с
противовоспалительными свойствами.
и
Показания: Рекомендуэтря вегетариан ам бак полноценн е белковое
блюдо. При овышенном холестеринэ и нижении веса.",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,requires grill/mangal/open fire; some expensive or less common ingredients,requires grill/mangal/open fire,low,,medium,good,consider replacing rare/expensive items with CIS supermarket alternatives; would need oven/pan adaptation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R3 | SWBAND.CO | page/file 6,Курица в гранатовом маринаде,REJECT,50,unknown,90+ min,hard,Филе бедра без кожи; Гранатовый сок натуральныи; мл; Репчатый лук; Чеснок; Паприка,"• Филе бедра без кожи — 800 г
Гранатовый сок натуральныи
- - 120 мл
• Репчатый лук — 120 г
• Чеснок — 8 г
Паприка — 5 г
Кориандр молотый — 4 г
• Соль— 8г
Чёрный перец — З г
Рафинированное масло виноградной
косточки — 15 мл","1.
Лук натереть на мелкой тёрке.
2.
Чеснок измельчить.
З.
Смешать сок, лук, чеснок, масло,
специи.
4.
Курицу покрыть маринадом.
5.
Убрать в холодильник на 8 часов.
6.
Жарить на гриле по 6—7 минут с каждой
стороны.
7.
После отдыхо 5 минут подавать.","О Гранатовый сок содержит пуникалагины, снижающие артериальное давление
через ингибирование АПФ. В исследованиях 150 мл сока в день снижали
систолическое давление на 5—7 мм рт. ст. Наршараб концентрирует эти вещества
и при жарке образует карамельную глазурь, удерживающую сок в мясе.
Показания: При ПОВЫШеННОМ артериальном давлении и хроническом
воспалении. орошо подходит как основное блюдо.на.снижени веса.
Наги форум:
Порция: 2",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,requires grill/mangal/open fire; hard/restaurant-style execution,requires grill/mangal/open fire,low,,good,good,would need oven/pan adaptation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
Все рецепты!R27 | SWBAND.CO | page/file 31,Томатно фенхелевый маринад для рыбы на огне,REJECT,50,unknown,30-45 min,easy,Томатная пассата; Семена фенхеля; Чеснок; Базилик,"Томатная пассата — 120 мл
Семена фенхеля — 5 г
Чеснок — 2 зубчика
Базилик — 20 г
- 10-15 мл
Рафинированное масло
Соль — 8 г","Семена фенхеля слегка растолочь.
1.
2.
Смешать пассату, масло, фенхель,
чеснок и базилик.
Обмазать рыбу. Выдержать 40 мин
З.
в холодильнике.","О Семена фенхеля содержат анетол
— снимает спазмы кишечника,
уменьшает газообразование и облегчает переваривание жирной рыбы.
Томатная пассата добавляет ликопин и кислую среду, которая при жарке
карамелизируется и образует плотную ароматную корочку. Базилик
содержит линалоол с лёгким противовоспалительным эффектом.
Показания: При склонности к вздутию и тяжести после еды. Хорошо
подходит для жирной рыбы— фенхельломогает•её•перев рить.
Порция На 1—1,2 кг рыбьА425 порций",[SWBAND.CO] 102 рецепта для снижения веса тела.pdf,standalone sauce/dip/marinade,standalone sauce/dip/marinade,low,,good,medium,check quantities before nutrition calculation,SWBAND row came from OCR extraction; verify text and quantities; source notes may contain OCR artifacts,
